balance_assets_accounts_receivables,balance_assets_cash_deposits,balance_assets_inventories,balance_assets_investments,balance_assets_land_building,balance_assets_other_assets,balance_assets_other_tangible,balance_assets_total,balance_funds_endowment,balance_funds_liabilities_total,balance_funds_restricted,balance_funds_total,balance_funds_unrestricted,balance_liabilities_current,balance_liabilities_non_current,balance_liabilities_total,capital_in_nature,expenses_charitable_local,expenses_charitable_overseas,expenses_charitable_total,expenses_fund_raising,expenses_others_total,expenses_total,financial_period,financial_status,name,other_info_donation_other_charities,other_info_fund_raising_efficiency_ratio,other_info_no_of_employees,other_info_total_employee_costs,other_info_total_related_party_transactions,primary_sector,receipts_donation_cash_non_tax_deductible,receipts_donation_cash_tax_deductible,receipts_donation_cash_total,receipts_donation_kind_non_tax_deductible,receipts_donation_kind_tax_deductible,receipts_donation_kind_total,receipts_government_grants,receipts_investment_income,receipts_others_income,receipts_programme_fees,receipts_total,sub_sector,uen
"20,277","5,309,283",0,0,"1,068,930","2,571","26,295","6,427,356",0,"6,427,356","3,027,077","6,421,656","3,394,579","5,700",0,"5,700","583,371","201,972",0,"201,972",0,"82,938","284,910",Jan 2016 - Dec 2016,Received,Pao Kwan Foh Tang,"4,650",0,0,0,0,Religious,"508,984",-,"508,984",0,-,0,0,"74,267",120,0,"583,371",Buddhism,S84SS0121A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"400,071",Jan 2014 - Dec 2014,Late,People's Buddhism Study Society,*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,"979,421",Buddhism,S82SS0056F
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,"382,547",Jan 2015 - Dec 2015,Received,People's Buddhism Study Society,*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,"840,110",Buddhism,S82SS0056F
"122,218","777,068",0,0,"5,008,518",0,"121,672","6,029,476",0,"6,029,476",0,"4,025,680","4,025,680","241,144","1,762,652","2,003,796",0,0,0,0,"85,037","356,971","442,008",Jan 2016 - Dec 2016,Late,People's Buddhism Study Society,0,2,3,"72,823",0,Religious,"454,113",-,"454,113",0,-,0,"4,094",0,"44,139","119,264","621,610",Buddhism,S82SS0056F
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jan 2014 - Dec 2014,Late,Phoh Kiu Siang T'ng,*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,&nbsp;,Buddhism,S62SS0029F
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jan 2015 - Dec 2015,Late,Phoh Kiu Siang T'ng,0,0,11,"181,910",0,Religious,0,-,0,0,-,0,0,0,0,0,0,Buddhism,S62SS0029F
"9,920","2,699,684",0,0,"2,720,985",0,0,"5,430,589",0,"5,430,589",0,"5,408,765","5,408,765","21,824",0,"21,824",0,"592,646",0,"592,646",0,0,"592,646",Jan 2016 - Dec 2016,Late,Phoh Kiu Siang T'ng,0,0,11,"189,862",0,Religious,0,-,0,0,-,0,0,0,"390,412",0,"390,412",Buddhism,S62SS0029F
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jan 2014 - Dec 2014,Late,POH ERN SHIH,0,0,0,0,0,Religious,0,-,0,0,-,0,0,0,0,0,0,Buddhism,195000117E
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jan 2015 - Dec 2015,Late,POH ERN SHIH,0,0,0,0,0,Religious,0,-,0,0,-,0,0,0,0,0,0,Buddhism,195000117E
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,&nbsp;,Jan 2016 - Dec 2016,Not received,POH ERN SHIH,-,-,-,-,-,Religious,-,-,-,-,-,-,-,-,-,-,&nbsp;,Buddhism,195000117E
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"804,709",0,0,"15,328,670","4,201","404,772","16,542,352",0,"16,542,352","10,526,158","16,507,127","5,980,969","35,225",0,"35,225",0,"638,695",0,"638,695","86,634","43,695","769,024",Jan 2014 - Dec 2014,Late,POH MING TSE TEMPLE,0,110,6,"206,357","300,000",Religious,"698,575",-,"698,575",0,-,0,"8,871",383,0,0,"707,829",Buddhism,S91CC0841G
0,"869,501",0,0,"15,144,838","4,273","356,329","16,374,941",0,"16,374,941","10,526,158","16,344,821","5,818,663","30,120",0,"30,120",0,"14,211",0,"14,211","682,344","37,773","734,328",Jan 2015 - Dec 2015,Received,POH MING TSE TEMPLE,0,122,6,"211,353","300,000",Religious,"557,367",-,"557,367",0,-,0,"14,289",366,0,0,"572,022",Buddhism,S91CC0841G
0,"996,976",0,0,"15,010,638","9,293","290,307","16,307,214",0,"16,307,214","10,526,158","16,257,416","5,731,258","49,798",0,"49,798",0,"5,627",0,"5,627","520,878","36,984","563,489",Jan 2016 - Dec 2016,Received,POH MING TSE TEMPLE,750,111,6,"151,588","120,000",Religious,"469,091",-,"469,091",0,-,0,981,"6,012",0,0,"476,084",Buddhism,S91CC0841G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"86,038","3,475,668",0,0,"7,070,781",0,0,"10,632,487",0,"10,632,487",0,"10,075,722","10,075,722","556,765",0,"556,765",0,"299,944",0,"299,944",0,"1,303,985","1,603,929",Jan 2014 - Dec 2014,Received,Pu Ti Buddhist Temple,"10,400",0,28,"474,595",0,Religious,"1,191,860",-,"1,191,860",0,-,0,"417,736",0,"68,194","326,155","2,003,945",Buddhism,S88SS0023L
"66,588","3,774,381",0,0,"6,869,060",0,0,"10,710,029",0,"10,710,029",0,"10,282,747","10,282,747","427,282",0,"427,282",0,"370,112",0,"370,112",0,"1,384,760","1,754,872",Jan 2015 - Dec 2015,Received,Pu Ti Buddhist Temple,"12,500",0,29,"759,795",0,Religious,"1,108,731",-,"1,108,731",0,-,0,"429,606",0,"100,988","322,572","1,961,897",Buddhism,S88SS0023L
"74,924","4,391,871",0,0,"6,560,023",0,0,"11,026,818",0,"11,026,818",0,"10,599,114","10,599,114","427,704",0,"427,704",0,"616,932",0,"616,932",0,"1,501,704","2,118,636",Jan 2016 - Dec 2016,Received,Pu Ti Buddhist Temple,"9,250",0,27,"860,731",0,Religious,"1,467,516",-,"1,467,516",0,-,0,"461,624",0,"170,239","335,624","2,435,003",Buddhism,S88SS0023L
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,290,431",0,"3,290,431",0,0,"3,290,431",Jan 2014 - Dec 2014,Received,Pu Xian Buddhist Society,0,0,0,0,0,Religious,"39,273",-,"39,273",0,-,0,0,0,0,0,"39,273",Buddhism,S93SS0150G
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,Jan 2015 - Dec 2015,Received,Pu Xian Buddhist Society,*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,"39,012",Buddhism,S93SS0150G
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,614","32,614",Jan 2016 - Dec 2016,Received,Pu Xian Buddhist Society,0,0,0,0,0,Religious,"38,676",-,"38,676",0,-,0,0,0,0,0,"38,676",Buddhism,S93SS0150G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"8,099,865",0,0,"1,951,459",0,"29,694","10,081,018",0,"10,081,018","8,792,231","10,071,314","1,279,083","9,704",0,"9,704","99,031","571,537",0,"571,537",0,"446,951","1,018,488",Oct 2014 - Sep 2015,Received,Puat Jit Buddhist Temple,"225,471",0,8,"187,135",0,Religious,"1,323,492",-,"1,323,492",0,-,0,"24,361",0,"1,078",0,"1,348,931",Buddhism,S87SS0082G
0,"8,561,501",0,0,"1,843,937",0,0,"10,405,438",0,"10,405,438","8,805,542","10,398,573","1,593,031","6,865",0,"6,865","96,425","658,876",0,"658,876",0,"453,968","1,112,844",Oct 2015 - Sep 2016,Received,Puat Jit Buddhist Temple,"143,350",0,8,"191,188",0,Religious,"1,361,372",-,"1,361,372",0,-,0,"29,346","48,844",541,0,"1,440,103",Buddhism,S87SS0082G
"24,956","8,929,092",0,0,"1,651,234",0,"44,707","10,649,989",0,"10,649,989","8,817,833","10,636,821","1,818,988","13,168",0,"13,168","93,618","715,327",0,"715,327",0,0,"715,327",Oct 2016 - Sep 2017,Received,Puat Jit Buddhist Temple,0,0,7,"206,967",0,Religious,"1,338,882",-,"1,338,882",0,-,0,"19,875","69,867","7,196",0,"1,435,820",Buddhism,S87SS0082G
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22,544","217,312",0,"4,209,924","6,319,907",0,"208,313","10,978,000",0,"10,978,000",0,"10,889,439","10,889,439","88,561",0,"88,561",0,"206,119",0,"206,119",0,"376,769","582,888",Jan 2014 - Dec 2014,Received,Sagaramudra Buddhist Society,"13,200",0,3,"116,916","55,000",Religious,"287,382",-,"287,382",0,-,0,0,"42,136","2,980","840,402","1,172,900",Buddhism,S88SS0090C
"861,878","225,753",0,"4,037,911","6,275,601",0,"197,688","11,598,831",0,"11,598,831",0,"11,442,247","11,442,247","156,584",0,"156,584","1,130,580","146,750",0,"146,750",0,"431,022","577,772",Jan 2015 - Dec 2015,Received,Sagaramudra Buddhist Society,"13,450",0,5,"187,146","64,355",Religious,"256,865",-,"256,865",0,-,0,0,"57,302","4,108","812,305","1,130,580",Buddhism,S88SS0090C
"19,883","140,721",0,"1,229,831","10,486,066",0,"337,000","12,213,501",0,"12,213,501",0,"12,016,248","12,016,248","197,253",0,"197,253","1,203,956","149,139",0,"149,139",0,"430,290","579,429",Jan 2016 - Dec 2016,Received,Sagaramudra Buddhist Society,"12,900",0,5,"188,373","64,790",Religious,"320,275",-,"320,275",0,-,0,"3,710","8,669","14,400","856,902","1,203,956",Buddhism,S88SS0090C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jan 2014 - Dec 2014,Received,SAN JIAO SHENG TANG BUDDHIST ASSOCIATION,*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,&nbsp;,Buddhism,S84SS0020C
0,"106,939",0,"2,600,000","8,223,099","5,382","43,235","10,978,655",0,"10,978,655",0,"10,975,754","10,975,754","2,901",0,"2,901",0,"466,907",0,"466,907",0,0,"466,907",Jan 2015 - Dec 2015,Received,SAN JIAO SHENG TANG BUDDHIST ASSOCIATION,0,0,0,0,0,Religious,"530,692",-,"530,692",0,-,0,0,"21,347","2,306",0,"554,345",Buddhism,S84SS0020C
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jan 2016 - Dec 2016,Received,SAN JIAO SHENG TANG BUDDHIST ASSOCIATION,*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,&nbsp;,Buddhism,S84SS0020C
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3,978","21,855",0,0,"5,571,119",0,"194,813","5,791,765",0,"5,791,765","2,211,530","1,202,733","-1,008,797","260,040","4,328,992","4,589,032",0,0,0,0,0,"779,358","779,358",Oct 2013 - Sep 2014,Late,San Lian Deng Temple,0,0,0,0,0,Religious,"763,285",-,"763,285",0,-,0,0,0,0,0,"763,285",Buddhism,S93SS0156E
"3,778","31,064",0,0,"5,419,143",0,"187,699","5,641,684",0,"5,641,684","969,811","1,268,886","299,075","287,471","4,085,327","4,372,798",0,0,0,0,0,"754,360","754,360",Oct 2014 - Sep 2015,Late,San Lian Deng Temple,0,0,0,0,0,Religious,"726,813",-,"726,813","93,700",-,"93,700",0,0,0,0,"820,513",Buddhism,S93SS0156E
"1,890","7,406",0,0,"5,173,466",0,"180,586","5,363,348",0,"5,363,348",0,"1,236,569","1,236,569","324,636","3,802,143","4,126,779",0,0,0,0,0,"696,285","696,285",Oct 2015 - Sep 2016,Late,San Lian Deng Temple,0,0,0,0,0,Religious,"665,756",-,"665,756",0,-,0,0,0,0,0,"665,756",Buddhism,S93SS0156E
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,"479,556",0,0,"1,666,660",0,0,"2,147,196",0,"2,147,196","1,666,660","2,119,959","453,299","27,237",0,"27,237",0,0,0,0,0,"389,258","389,258",Jan 2014 - Dec 2014,Late,Sattha Puchaniyaram Buddhist Temple,"3,750",0,2,"58,051",0,Religious,"865,053",-,"865,053",0,-,0,0,0,"4,774",0,"869,827",Buddhism,S65SS0029K
"2,093","846,075",0,0,"1,504,823",0,0,"2,352,991",0,"2,352,991","493,761","2,327,009","1,833,248","25,982",0,"25,982",0,"180,712",0,"180,712",0,0,"180,712",Jan 2015 - Dec 2015,Late,Sattha Puchaniyaram Buddhist Temple,"11,700",0,2,"44,638",0,Religious,"503,869",-,"503,869",0,-,0,0,0,"11,410","44,436","559,715",Buddhism,S65SS0029K
"3,908","1,114,910",0,0,"1,312,508",0,0,"2,431,326",0,"2,431,326","493,761","2,426,577","1,932,816","4,749",0,"4,749",0,0,0,0,0,0,0,Jan 2016 - Dec 2016,Late,Sattha Puchaniyaram Buddhist Temple,"1,600",0,2,"53,372",0,Religious,"360,371",-,"360,371",0,-,0,0,0,"5,363","110,443","476,177",Buddhism,S65SS0029K
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jan 2014 - Dec 2014,Late,Sera Jey (Singapore) Buddhist Centre,*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,&nbsp;,Buddhism,T07SS0082J
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jan 2015 - Dec 2015,Late,Sera Jey (Singapore) Buddhist Centre,*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,&nbsp;,Buddhism,T07SS0082J
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,&nbsp;,Jan 2016 - Dec 2016,Not received,Sera Jey (Singapore) Buddhist Centre,-,-,-,-,-,Religious,-,-,-,-,-,-,-,-,-,-,&nbsp;,Buddhism,T07SS0082J
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jan 2014 - Dec 2014,Late,Shan Fook Tong Temple,*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,&nbsp;,Buddhism,S97SS0134A
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jan 2015 - Dec 2015,Late,Shan Fook Tong Temple,*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,&nbsp;,Buddhism,S97SS0134A
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,&nbsp;,Jan 2016 - Dec 2016,Not received,Shan Fook Tong Temple,-,-,-,-,-,Religious,-,-,-,-,-,-,-,-,-,-,&nbsp;,Buddhism,S97SS0134A
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17,228","4,405,485",0,0,"2,244,038",0,"264,768","6,931,519",0,"6,931,519",0,"6,901,713","6,901,713","29,806",0,"29,806",0,"1,263,326",0,"1,263,326",0,0,"1,263,326",Jan 2014 - Dec 2014,Received,Sheng Hong Temple,"126,400",0,6,"126,529",0,Religious,0,-,0,0,-,0,"12,250",0,"65,926",0,"78,176",Buddhism,S76SS0006J
"34,741","4,854,264",0,0,"2,099,441",0,"247,271","7,235,717",0,"7,235,717",0,"7,201,992","7,201,992","33,725",0,"33,725",0,"297,781",0,"297,781",0,"873,392","1,171,173",Jan 2015 - Dec 2015,Late,Sheng Hong Temple,"49,000",0,6,"120,648",0,Religious,0,-,0,0,-,0,"9,111","45,443","61,968","687,690","804,212",Buddhism,S76SS0006J
"72,110","5,330,673",0,0,"1,954,844",0,"234,756","7,592,383",0,"7,592,383",0,"7,565,535","7,565,535","26,848",0,"26,848",0,"275,999",0,"275,999",0,"880,103","1,156,102",Jan 2016 - Dec 2016,Received,Sheng Hong Temple,"63,700",0,6,"122,284",0,Religious,0,-,0,0,-,0,"9,226","63,716","83,323","675,869","832,134",Buddhism,S76SS0006J
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"7,329,215",0,0,"19,044,140","15,500","115,868","26,504,723",0,"26,504,723",0,"26,443,364","26,443,364","61,359",0,"61,359",0,"1,866,210","28,762","1,894,972",0,0,"1,894,972",Jan 2014 - Dec 2014,Received,Shinnyo-En Singapore,"70,132",0,7,"319,426",0,Religious,"944,653",-,"944,653",0,-,0,0,"10,862","14,842",0,"970,357",Buddhism,S90SS0013B
0,"7,313,463",0,0,"18,319,778","31,842","103,488","25,768,571",0,"25,768,571",0,"25,732,834","25,732,834","35,737",0,"35,737",0,"1,543,390","108,350","1,651,740",0,0,"1,651,740",Jan 2015 - Dec 2015,Received,Shinnyo-En Singapore,0,0,4,"294,082","49,869",Religious,"908,562",-,"908,562",0,-,0,0,"20,854","11,794",0,"941,210",Buddhism,S90SS0013B
0,"7,470,434",0,0,"17,582,672","179,296","86,549","25,318,951",0,"25,318,951",0,"25,273,307","25,273,307","45,644",0,"45,644",0,"1,430,103","131,675","1,561,778",0,0,"1,561,778",Jan 2016 - Dec 2016,Received,Shinnyo-En Singapore,0,0,5,"306,350","22,460",Religious,"1,032,473",-,"1,032,473",0,-,0,0,"52,959","16,819",0,"1,102,251",Buddhism,S90SS0013B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jan 2014 - Dec 2014,Received,Sing Man Temple (Singapore),*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,&nbsp;,Buddhism,T08SS0124L
0,"779,552",0,0,"1,431,785","2,197",0,"2,213,534",0,"2,213,534","10,100","2,210,367","2,200,267","3,167",0,"3,167",0,"174,746",0,"174,746",0,0,"174,746",Jan 2015 - Dec 2015,Received,Sing Man Temple (Singapore),0,0,2,"35,883",0,Religious,"164,912",-,"164,912",0,-,0,0,0,"3,470","60,395","228,777",Buddhism,T08SS0124L
0,"857,680",0,0,"1,368,808","2,887",0,"2,229,375",0,"2,229,375","10,100","2,226,535","2,216,435","2,840",0,"2,840",0,0,0,0,0,0,0,Jan 2016 - Dec 2016,Received,Sing Man Temple (Singapore),0,0,1,"35,172",0,Religious,"140,319",-,"140,319",0,-,0,306,"3,288",0,"69,169","213,082",Buddhism,T08SS0124L
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30,800","1,672,182","15,276",0,"2,503,724",0,0,"4,221,982",0,"4,221,982","3,545,035","4,052,812","507,777","169,170",0,"169,170",0,0,0,0,"217,300",0,"217,300",Jan 2014 - Dec 2014,Received,"SINGAPORE BUDDHA SASANA SOCIETY, THE (SAKYA TENPHEL LING)",0,0,0,0,0,Religious,"752,073",-,"752,073",0,-,0,"10,509",0,"15,865",0,"778,447",Buddhism,S65SS0016F
"15,268","1,954,395","23,717",0,"2,360,026",0,"58,912","4,412,318",0,"4,412,318","3,583,474","4,306,114","722,640","106,204",0,"106,204",0,0,"7,000","7,000","225,401","408,542","640,943",Jan 2015 - Dec 2015,Late,"SINGAPORE BUDDHA SASANA SOCIETY, THE (SAKYA TENPHEL LING)",0,29,10,"154,239",0,Religious,"264,831",-,"264,831",0,-,0,"15,750",0,"15,778","507,266","803,625",Buddhism,S65SS0016F
0,"2,239,373","22,056",0,"2,261,956","16,183","44,952","4,584,520",0,"4,584,520","3,821,540","4,483,609","662,069","100,911",0,"100,911",0,"171,089",0,"171,089",0,"405,229","576,318",Jan 2016 - Dec 2016,Late,"SINGAPORE BUDDHA SASANA SOCIETY, THE (SAKYA TENPHEL LING)","7,500",0,9,"136,173",0,Religious,"773,311",-,"773,311",0,-,0,"15,783",0,"16,147",0,"805,241",Buddhism,S65SS0016F
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,825","3,168,269","6,575",0,"6,903,844","1,932","166,589","10,249,034",0,"10,249,034","6,210,286","10,089,417","3,879,131","159,617",0,"159,617",0,"514,067",0,"514,067","123,904","1,523,708","2,161,679",Jan 2014 - Dec 2014,Received,"Singapore Buddhist Federation, The",0,40,40,"1,026,819","278,483",Religious,"1,383,270",-,"1,383,270",0,-,0,0,"119,698","51,742","1,021,417","2,576,127",Buddhism,S64SS0008K
"37,846","3,096,308","10,528",0,"6,810,538","5,500","164,056","10,124,776",0,"10,124,776","6,036,351","9,903,818","3,867,467","220,958",0,"220,958",0,0,0,0,0,"2,827,498","2,827,498",Jan 2015 - Dec 2015,Late,"Singapore Buddhist Federation, The",0,0,40,"1,283,099","82,537",Religious,"1,237,420",-,"1,237,420",0,-,0,"79,950",0,"111,769","1,210,155","2,639,294",Buddhism,S64SS0008K
"45,051","3,201,679","14,779",0,"6,717,229",0,"140,375","10,119,113",0,"10,119,113","6,016,058","9,879,480","3,863,422","239,633",0,"239,633","2,164,298","2,193,308",0,"2,193,308",0,"2,193,308","4,386,616",Jan 2016 - Dec 2016,Received,"Singapore Buddhist Federation, The","9,127",0,40,"1,295,422","86,017",Religious,"628,984",-,"628,984",0,-,0,"116,712",0,"172,127","1,246,475","2,164,298",Buddhism,S64SS0008K
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"626,390","81,725,897","188,403",0,"26,176,947",0,0,"108,717,637",0,"108,717,637","51,379,178","107,071,066","55,691,888","1,646,571",0,"1,646,571",0,"2,926,844",0,"2,926,844",0,"6,932,132","9,858,976",Jan 2014 - Dec 2014,Late,"Singapore Buddhist Lodge, The",0,0,43,"4,096,921",0,Religious,"7,955,866",-,"7,955,866","978,981",-,"978,981","1,489,326",0,"3,521,412","182,579","14,128,164",Buddhism,S61SS0026B
"640,124","88,332,917","149,274",0,"21,924,606",0,"449,793","111,496,714",0,"111,496,714","56,466,587","109,125,294","52,658,707","2,371,420",0,"2,371,420",0,"3,046,304",0,"3,046,304",0,"12,070,273","15,116,577",Jan 2015 - Dec 2015,Late,"Singapore Buddhist Lodge, The","2,110,000",0,44,"2,727,858",0,Religious,"8,406,208",-,"8,406,208","817,646",-,"817,646","325,243","705,242","2,143,401","213,133","12,610,873",Buddhism,S61SS0026B
"850,248","95,717,491","138,549",0,"27,545,641",0,"683,131","124,935,060",0,"124,935,060","49,315,627","121,282,905","71,967,278","3,652,155",0,"3,652,155",0,"3,062,611",0,"3,062,611",0,"4,131,652","7,194,263",Jan 2016 - Dec 2016,Late,"Singapore Buddhist Lodge, The","14,000",0,47,"2,706,018",0,Religious,"9,531,446",-,"9,531,446","676,151",-,"676,151","321,853",0,"2,692,235","125,789","13,347,474",Buddhism,S61SS0026B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jun 2015 - May 2016,Late,Singapore Buddhist Mission,*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,&nbsp;,Buddhism,S81SS0092D
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,&nbsp;,Jun 2016 - May 2017,Not received,Singapore Buddhist Mission,-,-,-,-,-,Religious,-,-,-,-,-,-,-,-,-,-,&nbsp;,Buddhism,S81SS0092D
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,&nbsp;,Jun 2017 - May 2018,Not received,Singapore Buddhist Mission,-,-,-,-,-,Religious,-,-,-,-,-,-,-,-,-,-,&nbsp;,Buddhism,S81SS0092D
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117,198","3,988,262",0,0,"5,053,114",0,0,"9,158,574",0,"9,158,574",0,"9,096,237","9,096,237","62,337",0,"62,337","92,607","798,983",0,"798,983",0,"797,636","1,596,619",Jan 2014 - Dec 2014,Late,Singapore Buddhist Youth Mission,"405,559",0,12,"286,871",0,Religious,"391,866",-,"391,866",0,-,0,0,0,"13,732","1,261,764","1,667,362",Buddhism,S65SS0049J
"103,647","4,485,327",0,0,"4,801,065",0,0,"9,390,039",0,"9,390,039",0,"9,327,736","9,327,736","60,287","2,016","62,303","143,391","778,743",0,"778,743",0,"826,122","1,604,865",Jan 2015 - Dec 2015,Late,Singapore Buddhist Youth Mission,"382,212",0,20,"295,462",0,Religious,"382,576",-,"382,576",0,-,0,0,0,"26,037","1,284,360","1,692,973",Buddhism,S65SS0049J
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,&nbsp;,Jan 2016 - Dec 2016,Not received,Singapore Buddhist Youth Mission,-,-,-,-,-,Religious,-,-,-,-,-,-,-,-,-,-,&nbsp;,Buddhism,S65SS0049J
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14,028","8,427,290",0,0,"345,154",274,"24,637","8,811,383",0,"8,811,383",0,"8,470,439","8,470,439","338,544","2,400","340,944",0,"1,685,835",0,"1,685,835",0,0,"1,685,835",Jan 2014 - Dec 2014,Late,Singapore Chee Hoon Kog Moral Promotion Society,0,0,162,"897,585","376,008",Religious,"266,622",-,"266,622",0,-,0,"97,162","60,756","16,862","1,676,739","2,118,141",Buddhism,S82SS0013J
"5,917","8,845,290",0,0,"336,071","24,842","23,190","9,235,310",0,"9,235,310",0,"8,786,389","8,786,389","447,321","1,600","448,921",0,"1,941,233",0,"1,941,233",0,0,"1,941,233",Jan 2015 - Dec 2015,Late,Singapore Chee Hoon Kog Moral Promotion Society,"250,000",0,162,"955,698","410,008",Religious,"303,267",-,"303,267",0,-,0,"123,368","86,501","23,882","1,720,165","2,257,183",Buddhism,S82SS0013J
"5,917","9,129,720",0,0,"348,798",0,"6,370","9,490,805",0,"9,490,805",0,"9,185,825","9,185,825","304,980",0,"304,980",0,"1,044,221",0,"1,044,221",0,0,"1,044,221",Jan 2016 - Dec 2016,Late,Singapore Chee Hoon Kog Moral Promotion Society,0,0,183,"1,044,221",0,Religious,"227,099",-,"227,099",0,-,0,"89,079","126,958","33,465","1,783,501","2,260,102",Buddhism,S82SS0013J
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jan 2014 - Dec 2014,Late,"Singapore Chinese Buddhist Association, The",*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,&nbsp;,Buddhism,S61SS0035L
*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,&nbsp;,Jan 2015 - Dec 2015,Late,"Singapore Chinese Buddhist Association, The",*,*,*,*,*,Religious,*,*,*,*,*,*,*,*,*,*,&nbsp;,Buddhism,S61SS0035L
